#time [s]	#voltage [V]
0	-0.00382352941176471
4.96524329692155e-08	-0.00350980392156863
9.9304865938431e-08	-0.00398039215686275
1.48957298907646e-07	-0.00398039215686275
1.98609731876862e-07	-0.00366666666666667
2.48262164846077e-07	-0.00366666666666667
2.97914597815293e-07	-0.00382352941176471
3.47567030784508e-07	-0.00398039215686275
3.97219463753724e-07	-0.00398039215686275
4.46871896722939e-07	-0.00382352941176471
4.96524329692155e-07	-0.00398039215686275
5.4617676266137e-07	-0.00366666666666667
5.95829195630586e-07	-0.00413725490196079
6.45481628599801e-07	-0.00382352941176471
6.95134061569017e-07	-0.00413725490196079
7.44786494538232e-07	-0.00398039215686275
7.94438927507448e-07	-0.00382352941176471
8.44091360476663e-07	-0.00366666666666667
8.93743793445879e-07	-0.00382352941176471
9.43396226415094e-07	-0.00366666666666667
9.9304865938431e-07	-0.00366666666666667
1.04270109235353e-06	-0.00413725490196079
1.09235352532274e-06	-0.00413725490196079
1.14200595829196e-06	-0.00382352941176471
1.19165839126117e-06	-0.00366666666666667
1.24131082423039e-06	-0.00382352941176471
1.2909632571996e-06	-0.00382352941176471
1.34061569016882e-06	-0.00398039215686275
1.39026812313803e-06	-0.00398039215686275
1.43992055610725e-06	-0.00366666666666667
1.48957298907646e-06	-0.00382352941176471
1.53922542204568e-06	-0.00350980392156863
1.5888778550149e-06	-0.00382352941176471
1.63853028798411e-06	-0.00382352941176471
1.68818272095333e-06	-0.00398039215686275
1.73783515392254e-06	-0.00398039215686275
1.78748758689176e-06	-0.00366666666666667
1.83714001986097e-06	-0.00382352941176471
1.88679245283019e-06	-0.00382352941176471
1.9364448857994e-06	-0.00350980392156863
1.98609731876862e-06	-0.00366666666666667
2.03574975173784e-06	-0.00366666666666667
2.08540218470705e-06	-0.00350980392156863
2.13505461767627e-06	-0.00382352941176471
2.18470705064548e-06	-0.00366666666666667
2.2343594836147e-06	-0.00413725490196079
2.28401191658391e-06	-0.00398039215686275
2.33366434955313e-06	-0.00350980392156863
2.38331678252234e-06	-0.00382352941176471
2.43296921549156e-06	-0.00382352941176471
2.48262164846077e-06	-0.00366666666666667
2.53227408142999e-06	-0.00350980392156863
2.58192651439921e-06	-0.00382352941176471
